productName,HS92_code,countryTrade,worldTrade,valueRCA,sector,countryTrade_M,worldTrade_M,worldTrade_B,code,year,valuePCI
Ketones and quinones,2914 HS92,$153M,$2.87B,3.58,Chemicals,153,2870,2.87,2914,1999,1.4130368
Saturated acyclic monocarboxylic acids,2915 HS92,$59.4M,$4.64B,0.86,Chemicals,59.4,4640,4.64,2915,1999,1.0201218
Unsaturated acyclic monocarboxylic acids,2916 HS92,$26.7M,$3.35B,0.533,Chemicals,26.7,3350,3.35,2916,1999,1.0922247
Polycarboxylic acids,2917 HS92,$26.6M,$5.14B,0.36,Chemicals,26.6,5140,5.14,2917,1999,0.36080688
Carboxylic acids with additional oxygen function,2918 HS92,$299M,$4.58B,4.31,Chemicals,299,4580,4.58,2918,1999,0.85338557
Esters of other inorganic acids of nonmetals,2920 HS92,$16.3M,$740M,1.45,Chemicals,16.3,740,0.74,2920,1999,2.0081487
Amine-function compounds,2921 HS92,$195M,$4.71B,2.73,Chemicals,195,4710,4.71,2921,1999,1.1056958000000001
Oxygen-function amino-compounds,2922 HS92,$460M,$6.69B,4.58,Chemicals,460,6690,6.69,2922,1999,0.5757538000000001
Quaternary ammonium salts and hydroxides,2923 HS92,$18.5M,$711M,1.75,Chemicals,18.5,711,0.711,2923,1999,1.3532351
Carboxyamide-function compounds,2924 HS92,$334M,$3.69B,5.96,Chemicals,334,3690,3.69,2924,1999,1.3420637
Carboxyimide-function compounds,2925 HS92,$19.9M,$813M,1.6,Chemicals,19.9,813,0.813,2925,1999,1.7992345
Nitrile-function compounds,2926 HS92,$62.4M,$1.88B,2.24,Chemicals,62.4,1880,1.88,2926,1999,1.197393
Isocyanates,2929 HS92,$8.33M,$2.29B,0.241,Chemicals,8.33,2290,2.29,2929,1999,1.2560038999999998
Organo-sulfur compounds,2930 HS92,$53.8M,$3.89B,0.936,Chemicals,53.8,3890,3.89,2930,1999,1.7035373
Other organo-inorganic compounds,2931 HS92,$38.9M,$2.86B,0.911,Chemicals,38.9,2860,2.86,2931,1999,1.2805535
Heterocyclic compounds with oxygen hetero-atom(s) only,2932 HS92,$319M,$4.16B,5.04,Chemicals,319,4160,4.16,2932,1999,0.75487953
Heterocyclic compounds with nitrogen hetero-atom(s) only,2933 HS92,$1.56B,$27.6B,3.72,Chemicals,1560,27600,27.6,2933,1999,1.3530024999999999
Nucleic acids and their salts,2934 HS92,$744M,$10.5B,4.65,Chemicals,744,10500,10.5,2934,1999,1.8141488999999997
Sulfonamides,2935 HS92,$126M,$1.73B,4.79,Chemicals,126,1730,1.73,2935,1999,0.9857146000000001
Vitamins,2936 HS92,$619M,$4.13B,9.92,Chemicals,619,4130,4.13,2936,1999,1.05977
Hormones,2937 HS92,$637M,$3.72B,11.2,Chemicals,637,3720,3.72,2937,1999,1.8657073
Vegetable alkaloids,2939 HS92,$106M,$1.28B,5.41,Chemicals,106,1280,1.28,2939,1999,0.5683235
Antibiotics,2941 HS92,$386M,$7.08B,3.66,Chemicals,386,7080,7.08,2941,1999,0.62835455
Heparin for therapeutic use,3001 HS92,$21.9M,$919M,1.57,Chemicals,21.9,919,0.919,3001,1999,1.0632169
Serums and vaccines,3002 HS92,$690M,$8.94B,5.04,Chemicals,690,8940,8.94,3002,1999,0.92980665
"Medicaments, not packaged",3003 HS92,$204M,$4.45B,3.02,Chemicals,204,4450,4.45,3003,1999,0.69753206
"Medicaments, packaged",3004 HS92,$6.56B,$67.0B,6.41,Chemicals,6560,67000,67,3004,1999,0.6419709
"Wadding, gauze and bandages",3005 HS92,$224M,$2.20B,6.71,Chemicals,224,2200,2.2,3005,1999,0.34137890000000004
Pharmaceutical goods,3006 HS92,$148M,$3.62B,2.68,Chemicals,148,3620,3.62,3006,1999,1.3441595
Nitrogenous fertilizers,3102 HS92,$7.19M,$4.63B,0.102,Chemicals,7.19,4630,4.63,3102,1999,-0.92795634
Phosphatic fertilizers,3103 HS92,$205k,$643M,0.0209,Chemicals,0.205,643,0.643,3103,1999,-0.7958761
Potassic fertilizers,3104 HS92,$4.04M,$4.62B,0.0574,Chemicals,4.04,4620,4.62,3104,1999,0.13574545
Mixed fertilizers,3105 HS92,$8.06M,$9.33B,0.0564,Chemicals,8.06,9330,9.33,3105,1999,-0.5191273
Synthetic organic coloring matter,3204 HS92,$1.13B,$9.79B,7.8,Chemicals,1130,9790,9.79,3204,1999,1.3648721000000001
Other coloring matter,3206 HS92,$11.8M,$5.82B,0.138,Chemicals,11.8,5820,5.82,3206,1999,0.8255973
Prepared pigments,3207 HS92,$3.24M,$1.65B,0.135,Chemicals,3.24,1650,1.65,3207,1999,1.279868
"Paints and varnishes, nonaqueous",3208 HS92,$107M,$5.38B,1.33,Chemicals,107,5380,5.38,3208,1999,0.76549965
"Paints and varnishes, aqueous",3209 HS92,$25.7M,$1.84B,0.919,Chemicals,25.7,1840,1.84,3209,1999,0.13352904
"Pigments, nonaqueous",3212 HS92,$12.8M,$1.22B,0.707,Chemicals,12.8,1220,1.22,3212,1999,1.1165377
Glaziers' putty,3214 HS92,$192M,$2.56B,4.92,Chemicals,192,2560,2.56,3214,1999,1.1301128
Ink,3215 HS92,$249M,$4.53B,3.68,Chemicals,249,4530,4.53,3215,1999,1.5889686
Essential oils,3301 HS92,$25.7M,$1.40B,1.25,Chemicals,25.7,1400,1.4,3301,1999,-0.9006506
Mixtures of odoriferous subtances,3302 HS92,$647M,$5.88B,7.24,Chemicals,647,5880,5.88,3302,1999,1.0253649999999999
Perfumes,3303 HS92,$158M,$4.97B,2.1,Chemicals,158,4970,4.97,3303,1999,-0.08263943
Make-up preparations,3304 HS92,$243M,$8.02B,2.03,Chemicals,243,8020,8.02,3304,1999,0.42019737
Hair products,3305 HS92,$29.6M,$3.37B,0.58,Chemicals,29.6,3370,3.37,3305,1999,-0.15713324
Dental hygiene products,3306 HS92,$16.2M,$1.49B,0.738,Chemicals,16.2,1490,1.49,3306,1999,-0.4685328
Toiletries,3307 HS92,$60.1M,$3.98B,1,Chemicals,60.1,3980,3.98,3307,1999,0.34898642
Soap,3401 HS92,$11.0M,$2.49B,0.294,Chemicals,11,2490,2.49,3401,1999,-1.0331843
Cleaning products,3402 HS92,$149M,$9.44B,1.04,Chemicals,149,9440,9.44,3402,1999,-0.06253183
Lubricants,3403 HS92,$40.8M,$2.29B,1.19,Chemicals,40.8,2290,2.29,3403,1999,1.8873128000000001
Artificial and prepared waxes,3404 HS92,$6.71M,$906M,0.492,Chemicals,6.71,906,0.906,3404,1999,1.1546103
Polishes and creams,3405 HS92,$17.8M,$812M,1.47,Chemicals,17.8,812,0.812,3405,1999,0.28961965
Candles,3406 HS92,$4.18M,$1.38B,0.216,Chemicals,4.18,1380,1.38,3406,1999,-0.39144424
Casein,3501 HS92,$2.05M,$1.15B,0.116,Chemicals,2.05,1150,1.15,3501,1999,0.11946396
Gelatin,3503 HS92,$10.9M,$766M,0.932,Chemicals,10.9,766,0.766,3503,1999,0.47083630000000004
Peptones,3504 HS92,$23.3M,$911M,1.67,Chemicals,23.3,911,0.911,3504,1999,0.8561200000000001
Dextrins and other modified starches,3505 HS92,$1.94M,$1.25B,0.102,Chemicals,1.94,1250,1.25,3505,1999,0.9341185
Glues and adhesives,3506 HS92,$111M,$3.13B,2.49,Chemicals,111,3130,3.13,3506,1999,0.91881156
Enzymes,3507 HS92,$61.5M,$1.82B,2.22,Chemicals,61.5,1820,1.82,3507,1999,0.79080874
Detonators,3603 HS92,$26.5M,$388M,4.47,Chemicals,26.5,388,0.388,3603,1999,0.056865495
Photographic plates,3701 HS92,$22.6M,$4.06B,0.368,Chemicals,22.6,4060,4.06,3701,1999,1.3992897
Photographic film in rolls,3702 HS92,$56.8M,$6.33B,0.596,Chemicals,56.8,6330,6.33,3702,1999,1.0260666999999999
Photographic paper,3703 HS92,$11.5M,$2.91B,0.264,Chemicals,11.5,2910,2.91,3703,1999,1.2335886999999999
Chemical preparations for photographic uses,3707 HS92,$41.9M,$4.07B,0.7,Chemicals,41.9,4070,4.07,3707,1999,0.9196062
Artificial graphite,3801 HS92,$27.8M,$703M,2.6,Chemicals,27.8,703,0.703,3801,1999,0.9870261999999999
Activated carbon,3802 HS92,$3.48M,$782M,0.294,Chemicals,3.48,782,0.782,3802,1999,0.06910092
Rosin and resin acids,3806 HS92,$837k,$782M,0.0719,Chemicals,0.837,782,0.782,3806,1999,0.19913626
"Insecticides, rodenticides, fungicides, etc.",3808 HS92,$644M,$11.1B,3.83,Chemicals,644,11100,11.1,3808,1999,-0.1864386
Finishing agents,3809 HS92,$78.5M,$1.94B,2.85,Chemicals,78.5,1940,1.94,3809,1999,1.1944603
Pickling preparations for metal surfaces,3810 HS92,$7.77M,$648M,0.844,Chemicals,7.77,648,0.648,3810,1999,1.0590131999999999
Anti-knock,3811 HS92,$16.5M,$4.16B,0.267,Chemicals,16.5,4160,4.16,3811,1999,0.9707766999999999
Stabilizers for rubber or plastic,3812 HS92,$108M,$1.82B,4.26,Chemicals,108,1820,1.82,3812,1999,0.9391379999999999
Organic composite solvents and thinners,3814 HS92,$8.71M,$582M,1.01,Chemicals,8.71,582,0.582,3814,1999,-0.04451631
Catalytic preparations,3815 HS92,$22.4M,$3.79B,0.391,Chemicals,22.4,3790,3.79,3815,1999,1.3594141000000002
Refractory cements,3816 HS92,$4.52M,$788M,0.377,Chemicals,4.52,788,0.788,3816,1999,1.0011528
Mixed alkylbenzenes,3817 HS92,$133k,$862M,0.0109,Chemicals,0.133,862,0.862,3817,1999,0.112145945
Chemical elements for electronics,3818 HS92,$4.61M,$3.33B,0.0936,Chemicals,4.61,3330,3.33,3818,1999,1.9387581000000003
Prepared culture media for micro-organisms,3821 HS92,$1.24M,$408M,0.198,Chemicals,1.24,408,0.408,3821,1999,2.1434865000000003
Diagnostic or laboratory reagents,3822 HS92,$169M,$5.43B,2.05,Chemicals,169,5430,5.43,3822,1999,1.9811352
Industrial monocarboxylic fatty acids,3823 HS92,$290M,$12.3B,1.56,Chemicals,290,12300,12.3,3823,1999,1.2010177
Polymers of ethylene,3901 HS92,$37.2M,$16.9B,0.146,Chemicals,37.2,16900,16.9,3901,1999,0.21001804
Polymers of propylene,3902 HS92,$14.7M,$8.66B,0.113,Chemicals,14.7,8660,8.66,3902,1999,0.512509
Polymers of styrene,3903 HS92,$6.92M,$9.30B,0.0581,Chemicals,6.92,9300,9.3,3903,1999,0.72530603
Polymers of vinyl chloride,3904 HS92,$26.3M,$7.42B,0.243,Chemicals,26.3,7420,7.42,3904,1999,0.35792473
Polymers of vinyl acetate,3905 HS92,$68.3M,$2.14B,2.19,Chemicals,68.3,2140,2.14,3905,1999,1.4288136
Acrylic polymers,3906 HS92,$30.0M,$4.58B,0.438,Chemicals,30,4580,4.58,3906,1999,2.093703
Polyacetals,3907 HS92,$348M,$17.4B,1.38,Chemicals,348,17400,17.4,3907,1999,1.0620479999999999
Polyamides,3908 HS92,$209M,$4.28B,3.24,Chemicals,209,4280,4.28,3908,1999,1.7912008999999998
Amino-resins,3909 HS92,$104M,$4.30B,1.64,Chemicals,104,4300,4.3,3909,1999,0.9620328000000001
Silicones in primary forms,3910 HS92,$15.7M,$2.47B,0.428,Chemicals,15.7,2470,2.47,3910,1999,2.2338126
Petroleum resins,3911 HS92,$6.84M,$3.43B,0.131,Chemicals,6.84,3430,3.43,3911,1999,0.7655641
Cellulose n.e.c.,3912 HS92,$17.5M,$2.24B,0.527,Chemicals,17.5,2240,2.24,3912,1999,1.4614002000000001
Natural polymers,3913 HS92,$3.56M,$724M,0.324,Chemicals,3.56,724,0.724,3913,1999,0.88034236
Ion-exchangers based on polymers,3914 HS92,$799k,$976M,0.0537,Chemicals,0.799,976,0.976,3914,1999,1.7720381
Plastic waste,3915 HS92,$7.16M,$832M,0.643,Chemicals,7.16,832,0.832,3915,1999,0.19562383
Monofilament,3916 HS92,$14.9M,$2.00B,0.489,Chemicals,14.9,2000,2,3916,1999,0.81181717
Plastic tubes and fittings,3917 HS92,$255M,$6.35B,2.66,Chemicals,255,6350,6.35,3917,1999,0.23209637
Plastic floor coverings,3918 HS92,$19.0M,$1.69B,0.846,Chemicals,19,1690,1.69,3918,1999,1.241989
Self-adhesive plastic sheets,3919 HS92,$62.7M,$5.22B,0.833,Chemicals,62.7,5220,5.22,3919,1999,1.7065529
"Other plates of plastics, noncellular and not reinforced",3920 HS92,$275M,$17.8B,1.07,Chemicals,275,17800,17.8,3920,1999,1.2133046
"Other plastic plates, sheets etc.",3921 HS92,$264M,$7.80B,2.31,Chemicals,264,7800,7.8,3921,1999,0.8034734
"Baths, sinks etc.",3922 HS92,$82.2M,$1.53B,3.79,Chemicals,82.2,1530,1.53,3922,1999,0.4579228
Packing lids,3923 HS92,$335M,$15.1B,1.52,Chemicals,335,15100,15.1,3923,1999,0.013970712
Plastic household articles,3924 HS92,$61.6M,$4.77B,0.935,Chemicals,61.6,4770,4.77,3924,1999,-0.54401976
Plastic builders' ware,3925 HS92,$31.1M,$3.31B,0.638,Chemicals,31.1,3310,3.31,3925,1999,0.6404674
Other articles of plastic,3926 HS92,$329M,$22.0B,1.06,Chemicals,329,22000,22,3926,1999,1.1493173
Natural rubber,4001 HS92,$426k,$3.41B,0.0082,Chemicals,0.426,3410,3.41,4001,1999,-2.5291111
Synthetic rubber,4002 HS92,$17.7M,$6.69B,0.181,Chemicals,17.7,6690,6.69,4002,1999,0.9425650999999999
Compounded rubber,4005 HS92,$15.4M,$1.79B,0.566,Chemicals,15.4,1790,1.79,4005,1999,1.6232308000000002
Vulcanized rubber plates,4008 HS92,$27.2M,$1.68B,1.08,Chemicals,27.2,1680,1.68,4008,1999,0.9060355999999999
Vulcanized rubber tubes,4009 HS92,$7.24M,$3.10B,0.153,Chemicals,7.24,3100,3.1,4009,1999,1.1270818999999999
Conveyor belts of vulcanized rubber,4010 HS92,$50.7M,$2.03B,1.67,Chemicals,50.7,2030,2.03,4010,1999,0.6011092
New pneumatic tires of rubber,4011 HS92,$11.5M,$23.9B,0.0323,Chemicals,11.5,23900,23.9,4011,1999,0.0831082
Used pneumatic tires of rubber,4012 HS92,$10.6M,$989M,0.713,Chemicals,10.6,989,0.989,4012,1999,-0.057245586
Rubber inner tubes,4013 HS92,$152k,$486M,0.0224,Chemicals,0.152,486,0.486,4013,1999,-0.49960363
Rubber hygenic or pharmeceutical items,4014 HS92,$808k,$610M,0.0939,Chemicals,0.808,610,0.61,4014,1999,0.22479767
Vulcanized rubber articles of apparel,4015 HS92,$847k,$1.95B,0.0287,Chemicals,0.847,1950,1.95,4015,1999,-1.2948179
Other articles of vulcanized rubber,4016 HS92,$52.5M,$7.96B,0.447,Chemicals,52.5,7960,7.96,4016,1999,0.8000361999999999
Raw hides of bovines or equines,4101 HS92,$39.6M,$3.09B,0.844,Agriculture,39.6,3090,3.09,4101,1999,-1.1490554
Raw skins of sheep or lambs,4102 HS92,$614k,$457M,0.0895,Agriculture,0.614,457,0.457,4102,1999,-1.7037885
Tanned hides of bovines or equines,4104 HS92,$25.4M,$10.1B,0.182,Agriculture,25.4,10100,10.1,4104,1999,-0.9687689
Tanned sheepskins,4105 HS92,$1.05M,$1.24B,0.059,Agriculture,1.05,1240,1.24,4105,1999,-1.7664369
Tanned skins of other animals,4106 HS92,$226k,$452M,0.0344,Agriculture,0.226,452,0.452,4106,1999,-1.9964565
Bovine leather further prepared,4107 HS92,$1.50M,$683M,0.179,Agriculture,1.5,683,0.683,4107,1999,-1.0503825
Saddlery and harnesses,4201 HS92,$12.0M,$409M,2.11,Agriculture,12,409,0.409,4201,1999,-0.46188992
Trunks or cases,4202 HS92,$102M,$15.3B,0.479,Agriculture,102,15300,15.3,4202,1999,-1.3182107
Leather apparel,4203 HS92,$16.7M,$4.89B,0.228,Agriculture,16.7,4890,4.89,4203,1999,-1.2587199
Other articles of leather,4205 HS92,$2.08M,$699M,0.201,Agriculture,2.08,699,0.699,4205,1999,-0.48234656
Other raw furskins,4301 HS92,$2.29M,$970M,0.168,Agriculture,2.29,970,0.97,4301,1999,-0.018580807
Other tanned furskins,4302 HS92,$3.00M,$895M,0.232,Agriculture,3,895,0.895,4302,1999,-0.32454118
Furskin apparel,4303 HS92,$3.64M,$924M,0.275,Agriculture,3.64,924,0.924,4303,1999,-0.5561256
Fuel wood,4401 HS92,$5.34M,$2.06B,0.17,Agriculture,5.34,2060,2.06,4401,1999,-0.730418
Wood in the rough,4403 HS92,$93.9M,$8.06B,0.79,Agriculture,93.9,8060,8.06,4403,1999,-1.6316998
Wood sawn lengthwise,4407 HS92,$35.3M,$23.1B,0.101,Agriculture,35.3,23100,23.1,4407,1999,-1.4264275
Sheets for veneering for plywood,4408 HS92,$39.9M,$2.47B,1.06,Agriculture,39.9,2470,2.47,4408,1999,-1.0633045
Wood shaped along its edges,4409 HS92,$4.75M,$2.76B,0.114,Agriculture,4.75,2760,2.76,4409,1999,-1.0799339
Particle board and similar board,4410 HS92,$83.6M,$4.71B,1.16,Agriculture,83.6,4710,4.71,4410,1999,0.5998124
Fiberboard of wood,4411 HS92,$64.2M,$3.27B,1.34,Agriculture,64.2,3270,3.27,4411,1999,-0.03826845
Plywood,4412 HS92,$11.5M,$7.02B,0.109,Agriculture,11.5,7020,7.02,4412,1999,-1.2946495
Wooden frames,4414 HS92,$1.19M,$691M,0.118,Agriculture,1.19,691,0.691,4414,1999,-0.3858477
Packing boxes,4415 HS92,$5.19M,$1.45B,0.236,Agriculture,5.19,1450,1.45,4415,1999,0.20287898
Wood carpentry for construction,4418 HS92,$69.6M,$6.54B,0.697,Agriculture,69.6,6540,6.54,4418,1999,-0.31727725
"Wood marquetry, ornaments, etc.",4420 HS92,$14.4M,$1.05B,0.95,Agriculture,14.4,1050,1.05,4420,1999,-1.95125
Other articles of wood,4421 HS92,$18.8M,$2.72B,0.478,Agriculture,18.8,2720,2.72,4421,1999,-0.848502
Basketwork,4602 HS92,$505k,$778M,0.0437,Agriculture,0.505,778,0.778,4602,1999,-2.1351476
"Chemical woodpulp, dissolving grade",4702 HS92,$1.35M,$1.09B,0.089,Agriculture,1.35,1090,1.09,4702,1999,0.8292569
"Chemical woodpulp, soda or sulfate",4703 HS92,$4.78M,$12.6B,0.0247,Agriculture,4.78,12600,12.6,4703,1999,0.41059837
Semichemical woodpulp,4705 HS92,$320k,$678M,0.0311,Agriculture,0.32,678,0.678,4705,1999,1.4833921
Paper waste,4707 HS92,$13.8M,$1.89B,0.488,Agriculture,13.8,1890,1.89,4707,1999,-0.30956513
Newsprint,4801 HS92,$71.2M,$9.44B,0.492,Agriculture,71.2,9440,9.44,4801,1999,0.46883693
Paper used for graphic purposes,4802 HS92,$98.4M,$12.1B,0.532,Agriculture,98.4,12100,12.1,4802,1999,0.6775281999999999
Tissue,4803 HS92,$27.2M,$1.36B,1.33,Agriculture,27.2,1360,1.36,4803,1999,-0.38004994
Uncoated kraft paper and paperboard,4804 HS92,$41.9M,$6.99B,0.395,Agriculture,41.9,6990,6.99,4804,1999,0.11307973
Other uncoated paper and paperboard,4805 HS92,$119M,$4.64B,1.73,Agriculture,119,4640,4.64,4805,1999,0.69589615
Transparent paper,4806 HS92,$14.8M,$733M,1.33,Agriculture,14.8,733,0.733,4806,1999,1.3846906
Corrugated paper and paperboard,4808 HS92,$31.1M,$796M,2.61,Agriculture,31.1,796,0.796,4808,1999,0.27009028
Carbon paper,4809 HS92,$4.36M,$1.04B,0.281,Agriculture,4.36,1040,1.04,4809,1999,0.97617805
"Paper and paperboard, coated with kaolin",4810 HS92,$424M,$20.6B,1.35,Agriculture,424,20600,20.6,4810,1999,1.4116901000000002
"Cellulose wadding, coated",4811 HS92,$281M,$8.12B,2.33,Agriculture,281,8120,8.12,4811,1999,1.8222216
Cigarette paper,4813 HS92,$5.52M,$818M,0.442,Agriculture,5.52,818,0.818,4813,1999,0.8898969000000001
Wallpaper,4814 HS92,$940k,$1.11B,0.0557,Agriculture,0.94,1110,1.11,4814,1999,0.55255383
Letterstock,4817 HS92,$32.1M,$718M,2.99,Agriculture,32.1,718,0.718,4817,1999,0.6971601
Toilet paper,4818 HS92,$91.9M,$8.15B,0.749,Agriculture,91.9,8150,8.15,4818,1999,0.15225904
Cardboard packing containers,4819 HS92,$186M,$8.47B,1.46,Agriculture,186,8470,8.47,4819,1999,-0.28014836
Notebooks,4820 HS92,$25.7M,$2.40B,0.742,Agriculture,25.7,2400,2.4,4820,1999,-0.68257177
Paper labels,4821 HS92,$17.4M,$1.99B,0.643,Agriculture,17.4,1990,1.99,4821,1999,0.2603517
Other paper cut to size,4823 HS92,$60.0M,$6.33B,0.634,Agriculture,60,6330,6.33,4823,1999,0.28201914
"Books, brochures etc.",4901 HS92,$114M,$10.5B,0.755,Agriculture,114,10500,10.5,4901,1999,0.5152485
"Newspapers, journals and periodicals",4902 HS92,$41.3M,$4.42B,0.62,Agriculture,41.3,4420,4.42,4902,1999,0.56193584
Unused stamps,4907 HS92,$12.3M,$759M,1.21,Agriculture,12.3,759,0.759,4907,1999,-0.8850117
Transfers (decalcomanias),4908 HS92,$2.45M,$469M,0.357,Agriculture,2.45,469,0.469,4908,1999,1.0366014000000001
Printed or illustrated postcards,4909 HS92,$16.1M,$617M,1.8,Agriculture,16.1,617,0.617,4909,1999,-0.50834167
Other printed matter,4911 HS92,$202M,$6.31B,2.13,Agriculture,202,6310,6.31,4911,1999,0.93672425
Woven silk fabrics,5007 HS92,$13.1M,$1.35B,0.672,Textiles,13.1,1350,1.35,5007,1999,-0.87672275
Wool,5101 HS92,$1.56M,$1.92B,0.0547,Textiles,1.56,1920,1.92,5101,1999,-1.3477896
"Wool, combed",5105 HS92,$1.31M,$1.40B,0.0653,Textiles,1.31,1400,1.4,5105,1999,-0.12373578
"Yarn of combed wool, not for retail sale",5107 HS92,$16.0M,$1.29B,0.889,Textiles,16,1290,1.29,5107,1999,-0.29861727
Woven fabrics of carded wool,5111 HS92,$6.40M,$1.56B,0.27,Textiles,6.4,1560,1.56,5111,1999,0.47253573
Woven fabrics of combed wool,5112 HS92,$23.8M,$2.80B,0.565,Textiles,23.8,2800,2.8,5112,1999,0.19312394
Raw cotton,5201 HS92,$11.8M,$5.73B,0.146,Textiles,11.8,5730,5.73,5201,1999,-2.161674
Cotton yarn of > 85%,5205 HS92,$116M,$6.08B,1.37,Textiles,116,6080,6.08,5205,1999,-1.5299573
Woven fabrics of cotton of > 85% weighing < 200 g/m2,5208 HS92,$150M,$8.10B,1.38,Textiles,150,8100,8.1,5208,1999,-1.4072529
Woven fabrics of cotton of < 85% weighing > 200 g/m2,5209 HS92,$22.1M,$7.52B,0.233,Textiles,22.1,7520,7.52,5209,1999,-1.1728023
Woven fabrics of cotton of < 85% weighing < 200 g/m2,5210 HS92,$18.2M,$1.85B,0.698,Textiles,18.2,1850,1.85,5210,1999,-0.76136655
Woven fabrics of cotton of < 85% weighing > 200 g/m2,5211 HS92,$8.29M,$1.19B,0.494,Textiles,8.29,1190,1.19,5211,1999,-0.7128238
Woven fabrics of flax,5309 HS92,$6.61M,$1.22B,0.395,Textiles,6.61,1220,1.22,5309,1999,0.37698590000000004
Synthetic sowing thread,5401 HS92,$3.76M,$688M,0.385,Textiles,3.76,688,0.688,5401,1999,0.009461132
Synthetic filament yarn,5402 HS92,$217M,$11.0B,1.45,Textiles,217,11000,11,5402,1999,0.49116117
Artificial filament yarn,5403 HS92,$8.27M,$1.48B,0.376,Textiles,8.27,1480,1.48,5403,1999,0.67097414
"Synthetic monofilament >67 dtex, thickness < 1mm",5404 HS92,$17.0M,$957M,1.3,Textiles,17,957,0.957,5404,1999,0.6751512
Woven fabrics of synthetic filament yarn,5407 HS92,$63.9M,$13.9B,0.369,Textiles,63.9,13900,13.9,5407,1999,-0.7722571
Woven fabrics of artificial filament yarn,5408 HS92,$31.6M,$2.25B,0.97,Textiles,31.6,2250,2.25,5408,1999,-0.18246603
Synthetic filament tow,5501 HS92,$619k,$693M,0.0605,Textiles,0.619,693,0.693,5501,1999,0.46048826
Artificial filament tow,5502 HS92,$1.03M,$1.21B,0.0562,Textiles,1.03,1210,1.21,5502,1999,1.0301105
Synthetic staple fibers,5503 HS92,$33.6M,$3.96B,0.63,Textiles,33.6,3960,3.96,5503,1999,0.23779899
"Artificial staple fibers, not processed for spinning",5504 HS92,$2.12M,$1.25B,0.119,Textiles,2.12,1250,1.25,5504,1999,1.3017315
"Yarn of synthetic staple fibers, not for retail sale",5509 HS92,$18.1M,$3.63B,0.371,Textiles,18.1,3630,3.63,5509,1999,-0.8386844
"Yarn of artificial staple fibers, not for retail sale",5510 HS92,$8.43M,$661M,0.999,Textiles,8.43,661,0.661,5510,1999,-0.35948682
Woven fabrics of > 85% synthetic staple fibers,5512 HS92,$30.2M,$1.87B,1.17,Textiles,30.2,1870,1.87,5512,1999,-0.38739523
Woven fabrics of < 85% synthetic staple fibers weighing < 170 g/m2,5513 HS92,$3.98M,$2.66B,0.11,Textiles,3.98,2660,2.66,5513,1999,-1.2993798
Woven fabrics of < 85% synthetic staple fibers weighing > 170 g/m2,5514 HS92,$2.83M,$1.22B,0.163,Textiles,2.83,1220,1.22,5514,1999,-0.56038505
Other woven fabrics of synthetic staple fibers,5515 HS92,$10.3M,$2.80B,0.268,Textiles,10.3,2800,2.8,5515,1999,-0.5774617
Woven fabrics of artificial staple fibers,5516 HS92,$22.5M,$3.31B,0.502,Textiles,22.5,3310,3.31,5516,1999,-0.11033141
Wadding of textile materials,5601 HS92,$61.0M,$1.15B,3.55,Textiles,61,1150,1.15,5601,1999,-0.06510818
Felt,5602 HS92,$2.47M,$682M,0.241,Textiles,2.47,682,0.682,5602,1999,1.5004198999999998
Nonwoven textiles,5603 HS92,$28.3M,$4.49B,0.445,Textiles,28.3,4490,4.49,5603,1999,1.2917043
Twine and ropes of baste fibers,5607 HS92,$9.14M,$830M,0.773,Textiles,9.14,830,0.83,5607,1999,-1.0679495
Nets,5608 HS92,$455k,$511M,0.0645,Textiles,0.455,511,0.511,5608,1999,-0.8632217
"Carpets, knotted",5701 HS92,$8.70M,$1.54B,0.407,Textiles,8.7,1540,1.54,5701,1999,-1.2860904
Woven carpets and rugs,5702 HS92,$30.7M,$1.99B,1.01,Textiles,30.7,1990,1.99,5702,1999,-0.856782
"Carpets, tufted",5703 HS92,$29.8M,$3.96B,0.495,Textiles,29.8,3960,3.96,5703,1999,0.1873569
Other carpets,5705 HS92,$784k,$423M,0.124,Textiles,0.784,423,0.423,5705,1999,-0.5055452
Woven pile fabrics,5801 HS92,$11.0M,$1.82B,0.433,Textiles,11,1820,1.82,5801,1999,0.07717934
Lace and net fabrics,5804 HS92,$12.0M,$708M,1.4,Textiles,12,708,0.708,5804,1999,-0.6754397
Narrow woven fabrics,5806 HS92,$28.9M,$1.79B,1.27,Textiles,28.9,1790,1.79,5806,1999,0.10648751
Labels and badges of textiles,5807 HS92,$1.68M,$698M,0.201,Textiles,1.68,698,0.698,5807,1999,-0.83505243
Embroidery in the piece,5810 HS92,$118M,$991M,8.4,Textiles,118,991,0.991,5810,1999,-0.67117226
Tire cord fabric,5902 HS92,$2.35M,$1.24B,0.144,Textiles,2.35,1240,1.24,5902,1999,-0.13219997
